1.486097355051381741e-01,1.089696055467845662e-02
-9.530909356999484050e-02,-8.068021306030312423e-02
1.117904603947511288e-01,5.423430349653231980e-02
-6.502315730232801141e-04,-1.331169394176187903e-01
2.289040553083810520e-02,1.933324514947953529e-02
5.681404223613762544e-02,6.107598339930168929e-02
-1.546275402300700819e-01,-5.335997344526850934e-03
2.484665591866961828e-02,-6.661935172885211087e-02
6.724976086857870072e-02,-1.761173117591026127e-01
5.933212559039843098e-02,5.083881644152239004e-02
-1.571636695154573493e-01,1.666751531366438832e-01
2.940246163299162913e-02,4.833265604282058203e-03
1.325426202658071435e-02,6.941465304290997743e-03
7.447455710411367280e-02,1.198771396154710428e-01
-1.217652353003243273e-02,4.208540863461383147e-02
-2.110774848387592106e-02,-5.552037012957077022e-02
-2.164517872851957209e-02,-2.593349162254835263e-02
1.092655560763099165e-01,-1.095417198003511283e-01
-2.394729910949391569e-02,-1.179917024176700829e-01
1.213609982204610360e-01,7.751715104891129804e-02
-4.359897155623472520e-02,2.245425814528418940e-01
2.383035373859633543e-02,1.975298862933125288e-02
1.385425322175623530e-01,1.619009000032387569e-01
-5.431880731190702472e-02,-1.129824651296302412e-01
8.056394638698693988e-02,-1.548171982982227690e-01
1.630673425343718078e-02,9.367756297566040558e-02
-5.719541485282642057e-02,-2.544401984523083499e-02
9.232028751453820806e-03,-1.257013681161026075e-01
1.693113015015367678e-02,1.453116453652494311e-01
-8.000978985254385278e-02,1.095652288616130454e-01
1.052227388104809980e-01,-5.423465665864216773e-02
1.953344660870671642e-02,-1.102999397291384714e-01
1.074052075541333112e-01,-8.278710074551529075e-02
1.092364748575492400e-02,9.421313063964810441e-02
4.416254068871960925e-02,-6.015445083907137308e-02
-8.652393747623642051e-02,-2.069448657601869260e-02
-6.094448370439385643e-02,-9.803387292509520290e-03
-9.167224235666157628e-02,-1.865921420871038405e-01
3.121897320976650420e-03,6.486304926580074848e-02
1.801136472136742883e-01,-1.181639687273674383e-02
-7.186525945394292569e-02,-1.860050679733277201e-01
1.306095856622417790e-02,-4.048592980370763206e-02
2.018637084423936801e-01,-6.284102162859618590e-02
7.389328601348929548e-02,-1.940485117436014095e-01
1.635104996805825661e-01,1.536870203125739187e-01
-3.322509565178873026e-02,7.847448453115568601e-02
-2.807211051697640000e-02,1.767279286571936739e-02
1.252415475669136358e-01,-3.121758530257693134e-02
6.094881528539670273e-02,1.435071274340483927e-01
8.016704982078937114e-02,1.561915555062724503e-01
-1.026302735305571409e-02,-4.780485988237575395e-02
-1.616288524568831042e-01,7.185580217568648953e-02
8.170131710384688495e-02,-4.225243746860974509e-02
-2.131635580816698173e-04,-6.049633793295670220e-02
-1.211909908130184010e-01,-6.910748661124847814e-02
2.305969663822571986e-02,-3.115984740922335405e-02
-5.081445086234416542e-02,2.574955561226318496e-02
7.159047269136080416e-02,-3.409205282419171257e-02
-1.204055238743066691e-01,2.443900709034648594e-02
1.975897277780691921e-02,7.348552630666463359e-02
-4.535244976878342188e-02,-1.529272268069245544e-02
4.846364688015780686e-02,-1.863592140212088633e-01
3.091829308595354237e-02,-6.500196177448101797e-02
-5.699942630457624504e-02,1.430941145633072009e-01
9.990170568855391564e-02,-1.422911714576544362e-01
-3.382152580364988087e-02,8.239134603006610658e-02
-4.251339368445267164e-02,1.369754927554081006e-03
3.812417336382534910e-02,1.119476455826984122e-02
1.401158506209201626e-01,7.354265013832463060e-02
-6.716415207809869892e-02,-1.080327967197528272e-01
-1.870903836516567831e-01,1.340280208025134145e-01
-1.328353586032330058e-01,9.415888136657148133e-03
-1.202580217061116757e-01,-6.555862011440113934e-02
-1.394579610533919767e-01,1.163514000533002191e-01
-1.400813233968076221e-01,9.546756466618118442e-02
4.484807673920258170e-02,1.156334895593600087e-01
-4.528559686642200793e-02,-2.078568914051675404e-02
-1.239468292836484326e-01,6.887366359128971327e-02
1.015917951126190794e-01,-1.529871394373922833e-01
-1.088531183001590352e-01,-1.425322148505254148e-02
2.046022379728710747e-02,1.754605623043653528e-01
-2.664272876462890974e-02,1.897082039430062483e-01
-7.217076787020793027e-02,-1.149947927621338684e-01
5.197915335449607849e-02,1.631355963977782625e-02
-3.238157129446912474e-01,-5.188716787123404117e-02
-7.876112674178173401e-02,4.090075307423565038e-02
8.057877339413568873e-02,1.540856411467055390e-02
2.647174194463247643e-02,-4.718561547383904459e-02
-7.703161806197571237e-02,-4.873326127664789204e-02
-1.786938456269881459e-01,-8.874916789375558029e-03
1.183613094671828320e-01,8.460211361884983905e-02
-3.068897136521998026e-01,-8.684726279611180988e-02
1.723868473910430688e-01,2.077094926702673441e-02
-5.411282828534848266e-02,-7.932604430016659824e-02
2.260528615212889503e-02,1.871531823127331115e-02
1.501815443442006404e-01,2.302190400340300980e-01
-1.509275217707573558e-01,1.673052925338208430e-01
-6.398792557064725273e-02,-6.663363438603420175e-02
-7.507287380652380437e-02,-6.527176152195190983e-02
-9.322818628301358934e-02,1.793855936930664752e-01
