//  PatLen	   TextLen	  Naive-RT	    KMP-RT
        10	    650000	      7443	      5859
       100	    650000	      7683	      5871
      1000	    650000	      7404	      5918
     10000	    650000	      8875	      5259
    100000	    650000	      8722	      3765
        10	    660000	      8476	      5891
       100	    660000	      7438	      5909
      1000	    660000	      7446	      6013
     10000	    660000	      8590	      5241
    100000	    660000	     10024	      3792
        10	    670000	      8131	      6271
       100	    670000	      7550	      6080
      1000	    670000	      7601	      5974
     10000	    670000	      8946	      5346
    100000	    670000	      9217	      6516
        10	    680000	      7760	      6095
       100	    680000	      8185	      6140
      1000	    680000	      7925	      6042
     10000	    680000	      7940	      5444
    100000	    680000	      9684	      6963
        10	    690000	      7816	      6221
       100	    690000	      7779	      6178
      1000	    690000	      8642	      6162
     10000	    690000	      8221	      5507
    100000	    690000	      9901	      5304
        10	    700000	      8629	      6257
       100	    700000	      7937	      6257
      1000	    700000	      7869	      6243
     10000	    700000	      8339	      5684
    100000	    700000	      9494	      4355
        10	    710000	      8049	      6421
       100	    710000	      9421	      6622
      1000	    710000	      8624	      6354
     10000	    710000	      8479	      5741
    100000	    710000	     10048	      4309
        10	    720000	      8214	      6516
       100	    720000	      8078	      6457
      1000	    720000	      8350	      6522
     10000	    720000	      8393	      5778
    100000	    720000	      9804	      4159
        10	    730000	      8321	      6546
       100	    730000	      8209	      6430
      1000	    730000	      8431	      6559
     10000	    730000	      8466	      5998
    100000	    730000	      9914	      5632
        10	    740000	      8549	      6642
       100	    740000	      8781	      7656
      1000	    740000	      9130	      6612
     10000	    740000	      8621	      5872
    100000	    740000	     10045	      5568
        10	    750000	      8547	      7511
       100	    750000	      8472	      7078
      1000	    750000	     10098	      6741
     10000	    750000	      9854	      6063
    100000	    750000	     10888	      5332
        10	    760000	      8593	      6813
       100	    760000	      9195	      6845
      1000	    760000	      9453	      6841
     10000	    760000	      8691	      5979
    100000	    760000	     10350	      4547
        10	    770000	      8674	      6941
       100	    770000	      8946	      7764
      1000	    770000	      8894	      7060
     10000	    770000	      8836	      6174
    100000	    770000	     10427	      4278
        10	    780000	      8831	      7066
       100	    780000	      8769	      6894
      1000	    780000	      8905	      6990
     10000	    780000	      9069	      6202
    100000	    780000	     10523	      4366
        10	    790000	     10458	      7108
       100	    790000	      9490	      7046
      1000	    790000	      8931	      8071
     10000	    790000	      9114	      6314
    100000	    790000	     10695	      5551
        10	    800000	      9264	      7167
       100	    800000	      8992	      7078
      1000	    800000	      9281	      7127
     10000	    800000	      9284	      6521
    100000	    800000	     12094	      4448
        10	    810000	      9190	      7320
       100	    810000	      9489	      7190
      1000	    810000	      9656	      8276
     10000	    810000	      9731	      9660
    100000	    810000	     10949	     11678
        10	    820000	     14651	      8247
       100	    820000	      9271	      7406
      1000	    820000	      9937	      7307
     10000	    820000	      9434	      6522
    100000	    820000	     11212	      5737
        10	    830000	      9342	      7433
       100	    830000	      9813	      7852
      1000	    830000	     10771	      7483
     10000	    830000	      9632	      7008
    100000	    830000	     11246	      5950
        10	    840000	      9452	      7544
       100	    840000	      9480	      7490
      1000	    840000	      9638	      7460
     10000	    840000	      9649	      6619
    100000	    840000	     11950	      4523
        10	    850000	      9605	      7574
       100	    850000	     10063	      7525
      1000	    850000	     10408	      8073
     10000	    850000	      9986	      6710
    100000	    850000	     11490	      4658
        10	    860000	      9702	      7866
       100	    860000	      9685	      7729
      1000	    860000	     10472	      7678
     10000	    860000	      9902	      6828
    100000	    860000	     11617	      4679
        10	    870000	     10423	      7851
       100	    870000	     10025	      8030
      1000	    870000	      9951	      8887
     10000	    870000	     10073	      7123
    100000	    870000	     11832	      4685
        10	    880000	      9927	      7850
       100	    880000	      9868	      7822
      1000	    880000	      9936	      7785
     10000	    880000	     10552	      7548
    100000	    880000	     11924	      6444
        10	    890000	     11284	      8556
       100	    890000	     10147	      7996
      1000	    890000	     10093	      7942
     10000	    890000	     10231	      7103
    100000	    890000	     12055	      6591
        10	    900000	     10270	      8138
       100	    900000	     10276	      8158
      1000	    900000	     10727	      8072
     10000	    900000	     11643	      7210
    100000	    900000	     12260	      4777
        10	    910000	     10288	      8261
       100	    910000	     10368	      8094
      1000	    910000	     10356	      8096
     10000	    910000	     10899	      7176
    100000	    910000	     12562	      8302
        10	    920000	     10840	      8782
       100	    920000	     10700	      8170
      1000	    920000	     10384	      8302
     10000	    920000	     10599	      8145
    100000	    920000	     14075	      6360
        10	    930000	     10538	      8322
       100	    930000	     10468	      8223
      1000	    930000	     11021	      8321
     10000	    930000	     10681	      7397
    100000	    930000	     12649	      6090
        10	    940000	     10762	      8530
       100	    940000	     10551	      8372
      1000	    940000	     11611	      8503
     10000	    940000	     10902	      7446
    100000	    940000	     13848	      4955
        10	    950000	     11296	      8477
       100	    950000	     11441	      8519
      1000	    950000	     12560	      8427
     10000	    950000	     10932	      7504
    100000	    950000	     14552	      6572
        10	    960000	     10790	      8599
       100	    960000	     11202	      8654
      1000	    960000	     11488	      8585
     10000	    960000	     11031	      8151
    100000	    960000	     13009	      6433
        10	    970000	     10947	      8952
       100	    970000	     10947	      8740
      1000	    970000	     12246	      8694
     10000	    970000	     11305	      7671
    100000	    970000	     13438	      6603
        10	    980000	     11100	      8744
       100	    980000	     11036	      8763
      1000	    980000	     11784	      8747
     10000	    980000	     11603	      7725
    100000	    980000	     13849	      5353
        10	    990000	     11456	      9005
       100	    990000	     11155	      8843
      1000	    990000	     11667	      8870
     10000	    990000	     11423	      8144
    100000	    990000	     13787	      5291
        10	   1000000	     11430	      9091
       100	   1000000	     11332	      8957
      1000	   1000000	     12857	      9632
     10000	   1000000	     11681	      8050
    100000	   1000000	     14083	      5214
